game type,no. players,blinds,players order,hero cards,players cards,game details,rake,jackpot
6-max,6,"[0.01, 0.02]","['Hero', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69']",[7h 8s],"['[7h 8s]', '', '', '', '', '']","{'player': ['Hero', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '36bf82ee', 'a1894e06', '66022b69', '36bf82ee', 'a1894e06', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69'], 'stack': [1.42, 3.43, 1.68, 2.64, 1.91, 2.06, 1.42, 3.41, 3.41, 2.6, 2.02, 3.41, 2.5, 2.02, 1.42, 3.41, 1.68, 2.9, 1.91, 2.02], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'call', 'fold', 'call', 'check', 'bet', 'call', 'fold', 'bet', 'fold', 'lose', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.04, 0, 0.04, 0, 0.02, 0, 0.04, 0.04, 0, 0.1, 0, -0.01, -0.04, 0, 0.13, 0, -0.08], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 1, 3, 5, 1, 3, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['6c', '9s', '6s'], ['6c', '9s', '6s'], ['6c', '9s', '6s'], ['6c', '9s', '6s'], ['6c', '9s', '6s', '3s'], ['6c', '9s', '6s', '3s'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.07, 0.07, 0.11000000000000001, 0.11000000000000001, 0.13, 0, 0.04, 0.08, 0.08, 0.1, 0.1, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.13, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]}",0.01,0.0
6-max,6,"[0.01, 0.02]","['1a4de816', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero']",[9d Ts],"['', '', '', '', '', '[9d Ts]']","{'player': ['1a4de816', '43b27267', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero'], 'stack': [1.91, 1.24, 1.24, 2.0, 2.63, 2.08, 1.84, 1.99, 1.24, 2.0, 2.63, 2.08, 1.84], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'win', 'lose', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, 0.05, -0.02, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 1, 2, 3, 4, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.009999999999999998, 0.009999999999999998, 0.009999999999999998, 0.009999999999999998, 0.009999999999999998, 0.009999999999999998]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816']",[Td 2h],"['', '', '', '', '[Td 2h]', '']","{'player': ['43b27267', 'ade77494', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816', 'ade77494', 'ade77494', '2ed424ba', '1a4de816', 'ade77494', '2ed424ba', '2ed424ba', '1a4de816', '2ed424ba', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816'], 'stack': [1.23, 1.98, 1.23, 1.96, 2.63, 1.99, 1.84, 1.89, 1.91, 1.91, 1.99, 1.61, 1.91, 1.71, 1.71, 0.77, 1.71, 1.23, 1.91, 2.63, 1.71, 1.84, 3.23], 'action': ['sb', 'bb', 'fold', 'call', 'fold', 'raise', 'fold', 'call', 'call', 'check', 'check', 'bet', 'fold', 'call', 'check', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0.02, 0, 0.09, 0, 0.05, 0.05, 0, 0, 0.28, 0, 0.28, 0, 0.84, 0, -0.01, -0.09, 0, -0.37, 0, 0.51], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 0, 1, 2, 3, 4, 5, 1, 1, 3, 5, 1, 3, 3, 5, 3, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['7d', '3d', '2s'], ['7d', '3d', '2s'], ['7d', '3d', '2s'], ['7d', '3d', '2s'], ['7d', '3d', '2s'], ['7d', '3d', '2s', '7s'], ['7d', '3d', '2s', '7s'], ['7d', '3d', '2s', '7s'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.05, 0.05, 0.14, 0.14, 0.19, 0.24, 0, 0, 0.28, 0.28, 0.56, 0, 0.84, 0.84, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.24, 0.24, 0.24, 0.24, 0.24, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]}",0.04,0.02
6-max,6,"[0.01, 0.02]","['36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero']",[2c As],"['', '', '', '', '', '[2c As]']","{'player': ['36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', '85dfdb13', 'Hero', '85dfdb13', '85dfdb13', 'Hero', '85dfdb13', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero'], 'stack': [3.4, 1.66, 2.8, 1.91, 2.02, 1.36, 3.4, 1.62, 1.62, 1.32, 1.58, 1.58, 1.2, 1.58, 3.4, 1.58, 2.8, 1.91, 2.02, 1.64], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'call', 'check', 'bet', 'call', 'check', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.06, 0, 0.04, 0, 0.04, 0.04, 0, 0.12, 0, -0.01, -0.1, 0, 0, 0, 0.11], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 1, 5, 1, 1, 5, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Kc', '3s', '7d'], ['Kc', '3s', '7d'], ['Kc', '3s', '7d'], ['Kc', '3s', '7d', '4c'], ['Kc', '3s', '7d', '4c'], ['Kc', '3s', '7d', '4c'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.13, 0, 0.04, 0.08, 0, 0.12, 0.12, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]}",0.01,0.0
6-max,6,"[0.01, 0.02]","['85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee']",[3s 6s],"['', '', '', '', '[3s 6s]', '']","{'player': ['85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06', '85dfdb13', '85dfdb13', 'a1894e06', '85dfdb13', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee'], 'stack': [1.57, 2.78, 1.91, 2.02, 1.52, 3.4, 1.56, 2.74, 1.52, 1.52, 2.68, 1.52, 1.52, 2.92, 1.91, 2.02, 1.52, 3.4], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'call', 'raise', 'call', 'check', 'bet', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.01, 0.06, 0.04, 0, 0.06, 0, -0.06, 0.06, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 0, 1, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['Jd', '2d', '4h'], ['Jd', '2d', '4h'], ['Jd', '2d', '4h'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.08, 0.12, 0, 0.06, 0.06, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267']",[5c 5h],"['', '', '', ['5c', '5h'], ['Qh', 'Ks'], '']","{'player': ['ade77494', 'd422f779', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816', 'Hero', '1a4de816', 'Hero', '1a4de816', 'Hero', '1a4de816', 'ade77494', 'd422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267'], 'stack': [1.99, 2.61, 1.23, 1.99, 2.61, 2.0, 1.8, 2.35, 1.8, 2.35, 1.74, 2.29, 1.74, 2.29, 1.99, 2.61, 2.0, 1.74, 2.51, 1.23], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'call', 'check', 'check', 'check', 'bet', 'call', 'check', 'check', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.04, 0, 0, 0, 0.06, 0.06, 0, 0, -0.01, -0.02, 0, -0.1, 0.17, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 5, 0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 4, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Td', '8d', '9d'], ['Td', '8d', '9d'], ['Td', '8d', '9d', '7c'], ['Td', '8d', '9d', '7c'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs'], ['Td', '8d', '9d', '7c', 'Qs']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0, 0, 0.06, 0.12, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19]}",0.01,0.0
6-max,6,"[0.01, 0.02]","['a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13']",[8s 5s],"[['2s', '2d'], ['Jh', '8h'], '', '[8s 5s]', '', ['3c', '3s']]","{'player': ['a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', '85dfdb13', 'a1894e06', 'a5c03d05', '85dfdb13', 'a1894e06', 'a5c03d05', '85dfdb13', 'a1894e06', 'a5c03d05', '85dfdb13', 'a1894e06', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13'], 'stack': [2.85, 1.89, 2.02, 1.52, 3.4, 1.5, 2.81, 1.86, 1.47, 2.81, 1.86, 1.47, 2.81, 1.86, 1.47, 2.81, 1.86, 1.47, 2.81, 1.86, 2.02, 1.52, 3.4, 1.62], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'call', 'raise', 'call', 'call', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.02, 0.05, 0.03, 0.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.05, -0.05, 0, 0, 0, 0.1], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 5, 0, 1, 5, 0, 1, 5, 0, 1, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['Ah', '5d', '9s'], ['Ah', '5d', '9s'], ['Ah', '5d', '9s'], ['Ah', '5d', '9s', '7c'], ['Ah', '5d', '9s', '7c'], ['Ah', '5d', '9s', '7c'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h'], ['Ah', '5d', '9s', '7c', '9h']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.09000000000000001, 0.12000000000000001, 0.15000000000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002, 0.15000000000000002]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['d422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267', 'ade77494']",[Qh Kh],"['', '', '[Qh Kh]', '', '', '']","{'player': ['d422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'd422f779', '2ed424ba', 'Hero', '1a4de816', '43b27267', 'ade77494'], 'stack': [2.6, 1.98, 1.68, 2.47, 1.23, 2.0, 2.6, 1.98, 2.6, 1.98, 1.81, 2.47, 1.23, 2.0], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0, 0, 0, -0.01, -0.02, 0.03, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['2ed424ba', 'Hero', '43b27267', 'ade77494', 'd422f779']",[Jh Ah],"['', '[Jh Ah]', '', '', '']","{'player': ['2ed424ba', 'Hero', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', 'd422f779', '2ed424ba', '2ed424ba', 'Hero', 'd422f779', '2ed424ba', '2ed424ba', 'Hero', '43b27267', 'ade77494', 'd422f779'], 'stack': [1.99, 1.75, 1.23, 2.0, 2.56, 1.96, 1.59, 2.42, 1.82, 1.82, 1.27, 2.42, 1.82, 1.82, 2.43, 1.23, 2.0, 2.42], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'call', 'raise', 'call', 'call', 'check', 'bet', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.04, 0.03, 0.18, 0.14, 0.14, 0, 0.32, 0, 0, -0.18, 0.36, 0, 0, -0.18], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 4, 0, 0, 1, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['Ts', '4c', 'Ac'], ['Ts', '4c', 'Ac'], ['Ts', '4c', 'Ac'], ['Ts', '4c', 'Ac'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.07, 0.1, 0.26, 0.4, 0.54, 0, 0.32, 0.32, 0.32, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54]}",0.02,0.0
6-max,6,"[0.01, 0.02]","['Hero', 'c5955313', '43b27267', 'ade77494', 'd422f779', '2ed424ba']",[Kd 7s],"['[Kd 7s]', '', '', '', '', '']","{'player': ['Hero', 'c5955313', '43b27267', 'ade77494', 'd422f779', '2ed424ba', 'Hero', 'c5955313', 'Hero', 'c5955313', '43b27267', 'ade77494', 'd422f779', '2ed424ba'], 'stack': [2.1, 1.98, 1.23, 2.0, 2.38, 2.0, 2.1, 1.98, 2.1, 1.98, 1.23, 2.0, 2.47, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.04, 0, 0, 0, -0.01, -0.02, 0, 0, 0.03, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,4,"[0.01, 0.02]","['c5955313', 'ade77494', 'd422f779', 'Hero']",[3c Ah],"['', '', '', '[3c Ah]']","{'player': ['c5955313', 'ade77494', 'd422f779', 'Hero', 'c5955313', 'ade77494', 'c5955313', 'ade77494', 'd422f779', 'Hero'], 'stack': [1.97, 1.98, 2.45, 2.05, 1.97, 1.98, 1.97, 1.98, 2.45, 2.16], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0.05, 0, 0, -0.01, -0.02, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.08, 0.08, 0.08, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06']",[Ad 3s],"['', '', '[Ad 3s]', '', '', '']","{'player': ['a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06', 'a5c03d05', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a1894e06'], 'stack': [1.85, 2.0, 1.52, 3.4, 1.62, 2.81, 1.85, 1.85, 2.04, 1.52, 3.4, 1.62, 2.81], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a5c03d05']",[8h As],"['', '[8h As]', '', '', '']","{'player': ['66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a5c03d05', '66022b69', '66022b69', 'Hero', '36bf82ee', '85dfdb13', 'a5c03d05'], 'stack': [2.02, 1.5, 3.4, 1.62, 1.85, 2.02, 2.02, 1.54, 3.4, 1.62, 1.85], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,4,"[0.01, 0.02]","['ade77494', 'd422f779', 'Hero', 'c5955313']",[2d Js],"['', '', '[2d Js]', '']","{'player': ['ade77494', 'd422f779', 'Hero', 'c5955313', 'ade77494', 'd422f779', 'ade77494', 'd422f779', 'Hero', 'c5955313'], 'stack': [1.99, 2.43, 2.13, 1.91, 1.99, 2.43, 1.99, 2.43, 2.13, 2.04], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, -0.01, -0.02, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', '36bf82ee', '85dfdb13', 'a5c03d05', '66022b69']",[4s 9h],"['[4s 9h]', '', '', '', '']","{'player': ['Hero', '36bf82ee', '85dfdb13', 'a5c03d05', '66022b69', 'Hero', '36bf82ee', 'a5c03d05', 'Hero', '36bf82ee', '85dfdb13', 'a5c03d05', '66022b69'], 'stack': [1.52, 3.38, 1.62, 1.79, 2.02, 1.52, 3.2, 1.79, 1.52, 3.61, 1.62, 1.79, 2.02], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'raise', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, 0.2, 0, -0.01, 0.07, 0, -0.06, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 3, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.27, 0.27, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.13, 0.13]}",0.0,0.0
6-max,4,"[0.01, 0.02]","['d422f779', 'Hero', 'c5955313', 'ade77494']",[Qc Js],"['', '[Qc Js]', '', '']","{'player': ['d422f779', 'Hero', 'c5955313', 'ade77494', 'd422f779', 'Hero', 'd422f779', 'Hero', 'd422f779', 'd422f779', 'Hero', 'c5955313', 'ade77494'], 'stack': [2.42, 2.11, 2.0, 2.0, 2.41, 2.11, 2.41, 2.07, 2.41, 2.41, 2.19, 2.0, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'call', 'check', 'check', 'bet', 'fold', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.01, 0, 0, 0.04, 0, -0.02, 0.02, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 1, 1, 1, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 0, 1, 0, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], ['4c', '5c', '2s'], ['4c', '5c', '2s'], ['4c', '5c', '2s'], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0, 0.04, 0.04, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994]}",0.0,0.0
6-max,4,"[0.01, 0.02]","['Hero', 'c5955313', 'ade77494', 'd422f779']",[4s 6d],"['[4s 6d]', '', '', '']","{'player': ['Hero', 'c5955313', 'ade77494', 'd422f779', 'Hero', 'Hero', 'c5955313', 'ade77494', 'd422f779'], 'stack': [2.14, 1.98, 2.0, 2.41, 2.14, 2.14, 2.02, 2.0, 2.41], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, -0.01, 0.01, 0, 0], 'round': [0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
