game type,no. players,blinds,players order,hero cards,players cards,game details,rake,jackpot
6-max,6,"[0.01, 0.02]","['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503']",[9h Ac],"['', '', '', '[9h Ac]', '', '']","{'player': ['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503'], 'stack': [1.76, 0.45, 2.31, 2.26, 1.94, 2.0, 1.76, 0.45, 1.76, 0.45, 2.31, 2.26, 2.07, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0, 0, 0, -0.01, -0.02, 0, 0, 0.03, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['924a0fc1', '89b26462', '9527cbd8', '72042ae4', 'Hero']",[5d As],"['', ['Ac', '8c'], '', '', ['5d', 'As']]","{'player': ['924a0fc1', '89b26462', '9527cbd8', '72042ae4', 'Hero', '924a0fc1', '89b26462', '89b26462', 'Hero', '89b26462', '89b26462', 'Hero', '89b26462', 'Hero', '924a0fc1', '89b26462', '9527cbd8', '72042ae4', 'Hero'], 'stack': [1.99, 0.48, 2.72, 2.02, 2.24, 1.99, 0.44, 0.44, 2.16, 0.36, 0.36, 2.16, 0.36, 2.16, 1.99, 0.64, 2.72, 2.02, 2.16], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'call', 'check', 'bet', 'call', 'check', 'check', 'check', 'check', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0, 0.04, 0, 0.08, 0.08, 0, 0, 0, 0, -0.01, 0.15, 0, 0, -0.14], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 1, 4, 1, 1, 4, 1, 4, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['Th', 'Jd', 'Tc'], ['Th', 'Jd', 'Tc'], ['Th', 'Jd', 'Tc'], ['Th', 'Jd', 'Tc', '8s'], ['Th', 'Jd', 'Tc', '8s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s'], ['Th', 'Jd', 'Tc', '8s', '2s']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.13, 0, 0.08, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004, 0.29000000000000004]}",0.01,0.0
6-max,6,"[0.01, 0.02]","['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516']",[Ad Qc],"['', '', '[Ad Qc]', '', '', '']","{'player': ['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516'], 'stack': [0.44, 2.29, 2.2, 2.03, 2.0, 1.76, 0.44, 2.29, 0.44, 2.29, 2.33, 2.03, 2.0, 1.76], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0, 0, 0, -0.01, -0.02, 0.03, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7']",[3d Qd],"['', '[3d Qd]', '', '', '', '']","{'player': ['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', 'e44240fc', '3ce503', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7'], 'stack': [2.28, 2.27, 1.97, 1.94, 1.76, 0.44, 2.28, 2.27, 1.92, 1.89, 1.54, 1.89, 2.28, 2.27, 2.54, 1.89, 1.76, 0.44], 'action': ['sb', 'bb', 'raise', 'call', 'fold', 'fold', 'fold', 'fold', 'bet', 'call', 'bet', 'fold', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0.06, 0, 0, 0, 0, 0.05, 0.05, 0.38, 0, -0.01, -0.02, 0.14, -0.11, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 2, 3, 2, 3, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['8s', '3c', 'Jc'], ['8s', '3c', 'Jc'], ['8s', '3c', 'Jc', '2d'], ['8s', '3c', 'Jc', '2d'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.09, 0.15, 0.15, 0.15, 0.15, 0.15, 0.05, 0.1, 0.38, 0.38, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14999999999999997, 0.14999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997]}",0.01,0.0
6-max,4,"[0.01, 0.02]","['9527cbd8', 'd65e8fcf', 'Hero', '924a0fc1']",[Td Ah],"['', '', '[Td Ah]', '']","{'player': ['9527cbd8', 'd65e8fcf', 'Hero', '924a0fc1', '9527cbd8', 'd65e8fcf', 'Hero', 'd65e8fcf', 'Hero', 'd65e8fcf', 'Hero', 'd65e8fcf', 'Hero', '9527cbd8', 'd65e8fcf', 'Hero', '924a0fc1'], 'stack': [2.71, 1.75, 2.1, 2.0, 2.71, 1.61, 2.0, 1.61, 2.0, 1.28, 1.67, 0.0, 1.67, 2.71, 3.49, 1.67, 2.0], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'raise', 'call', 'check', 'check', 'bet', 'call', 'bet', 'fold', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0.16, 0.1, 0, 0, 0.33, 0.33, 1.28, 0, -0.01, 0.5, -0.49, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], ['Th', '8h', 'Qs'], ['Th', '8h', 'Qs'], ['Th', '8h', 'Qs', '6h'], ['Th', '8h', 'Qs', '6h'], ['Th', '8h', 'Qs', '6h', '9d'], ['Th', '8h', 'Qs', '6h', '9d'], ['Th', '8h', 'Qs', '6h', '9d'], ['Th', '8h', 'Qs', '6h', '9d'], ['Th', '8h', 'Qs', '6h', '9d'], ['Th', '8h', 'Qs', '6h', '9d']], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.23, 0.33, 0, 0, 0.33, 0.66, 1.28, 1.28, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.32999999999999996, 0.32999999999999996, 0.32999999999999996, 0.32999999999999996, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]}",0.04,0.02
6-max,6,"[0.01, 0.02]","['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca']",[Qh 9c],"['[Qh 9c]', '', '', '', '', '']","{'player': ['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca'], 'stack': [2.26, 2.14, 1.89, 1.76, 0.44, 2.28, 2.26, 2.26, 2.18, 1.89, 1.76, 0.44, 2.28], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero']",[9s 5c],"[['Qh', 'Jc'], ['Td', 'Kh'], '', '', '', '[9s 5c]']","{'player': ['e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', 'e44240fc', '3ce503', 'e44240fc', '3ce503', 'e44240fc', '3ce503', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero'], 'stack': [2.16, 1.87, 1.76, 0.44, 2.28, 2.26, 2.11, 1.83, 2.11, 1.83, 2.11, 1.83, 2.11, 1.83, 2.23, 1.83, 1.76, 0.44, 2.28, 2.26], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'raise', 'call', 'check', 'check', 'check', 'check', 'check', 'check', 'win', 'lose', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.06, 0.04, 0, 0, 0, 0, 0, 0, 0.06, -0.06, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Jh', 'Tc', 'As'], ['Jh', 'Tc', 'As'], ['Jh', 'Tc', 'As', '2c'], ['Jh', 'Tc', 'As', '2c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c'], ['Jh', 'Tc', 'As', '2c', '3c']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['d65e8fcf', 'Hero', '924a0fc1', '352982ec', '9527cbd8']",[Kd 3d],"['', ['Kd', '3d'], '', ['9s', 'Th'], '']","{'player': ['d65e8fcf', 'Hero', '352982ec', '352982ec', '924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf', 'Hero', 'Hero', '352982ec', 'Hero', '352982ec', 'Hero', '352982ec', 'd65e8fcf', 'Hero', '924a0fc1', '352982ec', '9527cbd8'], 'stack': [2.2, 1.65, 0.48, 0.46, 2.0, 0.46, 2.71, 2.2, 1.65, 1.65, 0.46, 1.65, 0.46, 1.65, 0.46, 2.2, 1.71, 2.0, 0.46, 2.71], 'action': ['sb', 'bb', 'post bb', 'post bb', 'fold', 'check', 'fold', 'fold', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.01, 0.04, 0, -0.04, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 3, 3, 2, 3, 4, 0, 1, 1, 3, 1, 3, 1, 3, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['Qd', '8s', '2c'], ['Qd', '8s', '2c'], ['Qd', '8s', '2c', '4c'], ['Qd', '8s', '2c', '4c'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s'], ['Qd', '8s', '2c', '4c', '3s']], 'round chips': [0.03, 0.03, 0.05, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.05, 0.07, 0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc']",[9s Jh],"['', '', '', '', '[9s Jh]', '']","{'player': ['3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc'], 'stack': [1.82, 1.74, 0.44, 2.28, 2.26, 2.17, 1.82, 1.74, 1.82, 1.74, 0.44, 2.28, 2.26, 2.3], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.06, 0, 0, -0.01, -0.02, 0, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', '924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf']",[Tc 2d],"['[Tc 2d]', '', '', '', '']","{'player': ['Hero', '924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf', 'Hero', '924a0fc1', '924a0fc1', '352982ec', '924a0fc1', '352982ec', '924a0fc1', '352982ec', '924a0fc1', 'Hero', '924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf'], 'stack': [1.7, 1.98, 0.45, 2.71, 2.2, 1.7, 1.98, 1.98, 0.45, 1.98, 0.45, 1.98, 0.43, 1.98, 1.7, 1.98, 0.52, 2.71, 2.2], 'action': ['sb', 'bb', 'call', 'fold', 'fold', 'fold', 'check', 'check', 'check', 'check', 'check', 'check', 'bet', 'fold', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02, 0, -0.01, -0.02, 0.03, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['3c', 'Ah', '8h'], ['3c', 'Ah', '8h'], ['3c', 'Ah', '8h', 'Ac'], ['3c', 'Ah', '8h', 'Ac'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s'], ['3c', 'Ah', '8h', 'Ac', '9s']], 'round chips': [0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05, 0, 0, 0, 0, 0, 0.02, 0.02, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503']",[Kc Jd],"['', '', '', '[Kc Jd]', '', '']","{'player': ['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '6dcfa516', 'Hero', '6dcfa516', 'Hero', '6dcfa516', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503'], 'stack': [1.73, 0.42, 2.28, 2.2, 2.26, 1.82, 1.68, 0.42, 1.68, 2.2, 1.68, 2.14, 1.68, 1.68, 0.42, 2.28, 2.4, 2.26, 1.82], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'call', 'fold', 'check', 'check', 'check', 'bet', 'fold', 'lose', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, 0.05, 0, 0, 0, 0, 0.06, 0, -0.06, -0.02, 0, 0.08, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 3, 0, 3, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Ks', 'Kd', 'Jh'], ['Ks', 'Kd', 'Jh'], ['Ks', 'Kd', 'Jh', '2c'], ['Ks', 'Kd', 'Jh', '2c'], ['Ks', 'Kd', 'Jh', '2c'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.14, 0.14, 0, 0, 0, 0.06, 0.06, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516']",[As 4c],"['', '', '[As 4c]', '', '', '']","{'player': ['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516'], 'stack': [0.41, 2.26, 2.34, 2.26, 1.76, 1.62, 0.41, 2.26, 1.64, 1.62, 0.41, 2.26, 2.34, 2.26, 2.03, 1.62], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'call', 'fold', 'fold', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0.06, 0, 0, 0.12, 0, -0.01, -0.02, 0, 0, 0.09, -0.06], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 4, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['5s', 'Th', 'Jc'], ['5s', 'Th', 'Jc'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.15, 0.15, 0.15, 0.12, 0.12, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf', 'Hero']",[7c 3h],"['', ['6d', '5s'], ['Ts', 'As'], '', '[7c 3h]']","{'player': ['924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf', 'Hero', '924a0fc1', '352982ec', '352982ec', '9527cbd8', '352982ec', '352982ec', '9527cbd8', '352982ec', '9527cbd8', '352982ec', '924a0fc1', '352982ec', '9527cbd8', 'd65e8fcf', 'Hero'], 'stack': [1.99, 0.48, 2.67, 2.2, 1.7, 1.99, 0.46, 0.46, 2.64, 0.43, 0.43, 2.64, 0.43, 2.59, 0.38, 1.99, 0.38, 2.83, 2.2, 1.7], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'call', 'check', 'bet', 'call', 'check', 'check', 'check', 'bet', 'call', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.04, 0, 0, 0, 0.02, 0, 0.03, 0.03, 0, 0, 0, 0.05, 0.05, -0.01, -0.12, 0.13, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['4c', '5d', '2d'], ['4c', '5d', '2d'], ['4c', '5d', '2d'], ['4c', '5d', '2d', 'Ac'], ['4c', '5d', '2d', 'Ac'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd'], ['4c', '5d', '2d', 'Ac', 'Kd']], 'round chips': [0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0.09, 0, 0.03, 0.06, 0, 0, 0, 0.05, 0.1, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.15, 0.15, 0.15, 0.15, 0.15, 0.25, 0.25, 0.25, 0.25, 0.25]}",0.01,0.0
6-max,6,"[0.01, 0.02]","['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7']",[9c 3c],"['', '[9c 3c]', '', '', '', '']","{'player': ['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7'], 'stack': [2.25, 2.32, 2.26, 1.85, 1.62, 0.41, 2.25, 2.32, 2.25, 2.32, 2.26, 1.98, 1.62, 0.41], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, 0, 0, -0.01, -0.02, 0, 0.03, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca']",[2h 8s],"['[2h 8s]', '', '', '', '', '']","{'player': ['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca'], 'stack': [2.31, 2.24, 1.94, 1.62, 0.41, 2.25, 2.31, 2.31, 2.28, 1.94, 1.62, 0.41, 2.25], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
